date,value,year,month,day,day_name,week_day,month_name,quarter,datetime,season,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit,time,workingDay,hour,day_period
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 17:00:00,Summer,Clear,35.0,62.0,13.0,80.0,489.0,569.0,3478.528767,17:00:00,True,17.0,Evening
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 18:00:00,Summer,Clear,34.0,44.0,20.0,70.0,492.0,562.0,3319.428767,18:00:00,True,18.0,Evening
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 19:00:00,Summer,Clear,34.0,52.0,19.0,79.0,286.0,365.0,2588.428767,19:00:00,True,19.0,Evening
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 20:00:00,Summer,Clear,31.0,62.0,24.0,61.0,224.0,285.0,2012.228767,20:00:00,True,20.0,Evening
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 21:00:00,Summer,Clear,20.0,62.0,11.0,39.0,170.0,209.0,1401.628767,21:00:00,True,21.0,Night
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 22:00:00,Summer,Clear,30.0,62.0,13.0,32.0,150.0,182.0,1195.228767,22:00:00,True,22.0,Night
2011-07-07,188,2011,7,7,Thursday,3,July,Q3,2011-07-07 23:00:00,Summer,Clear,30.0,66.0,13.0,31.0,98.0,129.0,954.4287671,23:00:00,True,23.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 00:00:00,Summer,Clear,30.0,66.0,13.0,6.0,41.0,47.0,279.3287671,00:00:00,True,0.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 01:00:00,Summer,Clear,30.0,79.0,13.0,9.0,25.0,34.0,262.1287671,01:00:00,True,1.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 02:00:00,Summer,Mist,20.0,74.0,11.0,10.0,12.0,22.0,223.4287671,02:00:00,True,2.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 03:00:00,Summer,Clear,20.0,79.0,13.0,2.0,4.0,6.0,51.42876712,03:00:00,True,3.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 04:00:00,Summer,Clear,20.0,79.0,17.0,7.0,4.0,11.0,137.4287671,04:00:00,True,4.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 05:00:00,Summer,Clear,28.0,62.0,13.0,3.0,24.0,27.0,154.6287671,05:00:00,True,5.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 06:00:00,Summer,Clear,29.0,74.0,7.0,11.0,91.0,102.0,580.3287671,06:00:00,True,6.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 07:00:00,Summer,Mist,29.0,62.0,13.0,30.0,302.0,332.0,1814.428767,07:00:00,True,7.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 08:00:00,Summer,Mist,30.0,62.0,13.0,36.0,421.0,457.0,2429.328767,08:00:00,True,8.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 09:00:00,Summer,Mist,20.0,70.0,13.0,30.0,211.0,241.0,1423.128767,09:00:00,True,9.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 10:00:00,Summer,Mist,30.0,70.0,13.0,30.0,108.0,138.0,980.2287671,10:00:00,True,10.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 11:00:00,Summer,Clear,30.0,74.0,17.0,61.0,104.0,165.0,1496.228767,11:00:00,True,11.0,Morning
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 12:00:00,Summer,Mist,31.0,70.0,19.0,49.0,164.0,213.0,1547.828767,12:00:00,True,12.0,Afternoon
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 13:00:00,Summer,Mist,32.0,66.0,19.0,54.0,175.0,229.0,1681.128767,13:00:00,True,13.0,Afternoon
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 14:00:00,Summer,Mist,33.0,62.0,24.0,53.0,163.0,216.0,1612.328767,14:00:00,True,14.0,Afternoon
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 15:00:00,Summer,Mist,33.0,62.0,24.0,39.0,102.0,141.0,1109.228767,15:00:00,True,15.0,Afternoon
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 16:00:00,Summer,Rainy,28.0,83.0,30.0,27.0,105.0,132.0,915.7287671,16:00:00,True,16.0,Afternoon
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 17:00:00,Summer,Clear,27.0,89.0,13.0,6.0,161.0,167.0,795.3287671,17:00:00,True,17.0,Evening
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 18:00:00,Summer,Clear,27.0,83.0,6.0,35.0,281.0,316.0,1810.128767,18:00:00,True,18.0,Evening
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 19:00:00,Summer,Clear,27.0,62.0,6.0,45.0,225.0,270.0,1741.328767,19:00:00,True,19.0,Evening
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 20:00:00,Summer,Clear,27.0,83.0,11.0,30.0,220.0,250.0,1461.828767,20:00:00,True,20.0,Evening
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 21:00:00,Summer,Clear,27.0,83.0,17.0,46.0,158.0,204.0,1470.428767,21:00:00,True,21.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 22:00:00,Summer,Mist,20.0,78.0,13.0,33.0,136.0,169.0,1152.228767,22:00:00,True,22.0,Night
2011-07-08,189,2011,7,8,Friday,4,July,Q3,2011-07-08 23:00:00,Summer,Clear,27.0,78.0,6.0,40.0,111.0,151.0,1165.128767,23:00:00,True,23.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 00:00:00,Summer,Mist,27.0,83.0,9.0,31.0,90.0,121.0,920.0287671,00:00:00,False,0.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 01:00:00,Summer,Mist,26.0,89.0,13.0,5.0,48.0,53.0,292.2287671,01:00:00,False,1.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 02:00:00,Summer,Clear,26.0,62.0,11.0,12.0,43.0,55.0,391.1287671,02:00:00,False,2.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 03:00:00,Summer,Clear,26.0,89.0,9.0,7.0,23.0,30.0,219.1287671,03:00:00,False,3.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 04:00:00,Summer,Clear,26.0,83.0,13.0,2.0,4.0,6.0,51.42876712,04:00:00,False,4.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 05:00:00,Summer,Clear,25.0,88.0,11.0,4.0,11.0,15.0,115.9287671,05:00:00,False,5.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 06:00:00,Summer,Clear,26.0,83.0,13.0,11.0,27.0,38.0,305.1287671,06:00:00,False,6.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 07:00:00,Summer,Clear,27.0,78.0,13.0,21.0,50.0,71.0,576.0287671,07:00:00,False,7.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 08:00:00,Summer,Clear,20.0,70.0,17.0,68.0,114.0,182.0,1659.628767,08:00:00,False,8.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 09:00:00,Summer,Clear,30.0,58.0,13.0,77.0,170.0,247.0,2055.228767,09:00:00,False,9.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 10:00:00,Summer,Clear,31.0,52.0,11.0,87.0,177.0,264.0,2257.328767,10:00:00,False,10.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 11:00:00,Summer,Clear,32.0,46.0,13.0,101.0,189.0,290.0,2549.728767,11:00:00,False,11.0,Morning
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 12:00:00,Summer,Clear,33.0,62.0,17.0,145.0,221.0,366.0,3444.128767,12:00:00,False,12.0,Afternoon
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 13:00:00,Summer,Clear,20.0,41.0,13.0,167.0,249.0,416.0,3942.928767,13:00:00,False,13.0,Afternoon
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 14:00:00,Summer,Clear,34.0,62.0,9.0,158.0,215.0,373.0,3641.928767,14:00:00,False,14.0,Afternoon
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 15:00:00,Summer,Clear,34.0,34.0,6.0,182.0,220.0,402.0,4076.228767,15:00:00,False,15.0,Afternoon
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 16:00:00,Summer,Clear,20.0,38.0,0.0,171.0,245.0,416.0,3994.528767,16:00:00,False,16.0,Afternoon
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 17:00:00,Summer,Clear,34.0,62.0,0.0,160.0,241.0,401.0,3788.128767,17:00:00,False,17.0,Evening
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 18:00:00,Summer,Clear,20.0,36.0,7.0,132.0,246.0,378.0,3328.028767,18:00:00,False,18.0,Evening
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 19:00:00,Summer,Clear,31.0,62.0,11.0,128.0,178.0,306.0,2966.828767,19:00:00,False,19.0,Evening
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 20:00:00,Summer,Clear,31.0,58.0,15.0,129.0,185.0,314.0,3014.128767,20:00:00,False,20.0,Evening
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 21:00:00,Summer,Clear,30.0,58.0,11.0,83.0,155.0,238.0,2093.928767,21:00:00,False,21.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 22:00:00,Summer,Clear,30.0,62.0,13.0,60.0,154.0,214.0,1694.028767,22:00:00,False,22.0,Night
2011-07-09,190,2011,7,9,Saturday,5,July,Q3,2011-07-09 23:00:00,Summer,Clear,30.0,58.0,13.0,47.0,93.0,140.0,1208.128767,23:00:00,False,23.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 00:00:00,Summer,Clear,29.0,61.0,13.0,42.0,112.0,154.0,1203.828767,00:00:00,False,0.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 01:00:00,Summer,Clear,29.0,61.0,13.0,19.0,94.0,113.0,730.8287671,01:00:00,False,1.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 02:00:00,Summer,Clear,20.0,69.0,6.0,28.0,68.0,96.0,773.8287671,02:00:00,False,2.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 03:00:00,Summer,Clear,27.0,74.0,6.0,6.0,19.0,25.0,184.7287671,03:00:00,False,3.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 04:00:00,Summer,Clear,20.0,69.0,6.0,0.0,5.0,5.0,21.32876712,04:00:00,False,4.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 05:00:00,Summer,Clear,27.0,62.0,0.0,7.0,10.0,17.0,163.2287671,05:00:00,False,5.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 06:00:00,Summer,Clear,26.0,62.0,6.0,8.0,17.0,25.0,210.5287671,06:00:00,False,6.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 07:00:00,Summer,Clear,29.0,70.0,6.0,27.0,38.0,65.0,627.6287671,07:00:00,False,7.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 08:00:00,Summer,Clear,20.0,62.0,0.0,27.0,65.0,92.0,743.7287671,08:00:00,False,8.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 09:00:00,Summer,Clear,20.0,66.0,6.0,62.0,107.0,169.0,1526.328767,09:00:00,False,9.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 10:00:00,Summer,Clear,31.0,62.0,9.0,95.0,173.0,268.0,2377.728767,10:00:00,False,10.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 11:00:00,Summer,Clear,32.0,62.0,13.0,110.0,177.0,287.0,2652.928767,11:00:00,False,11.0,Morning
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 12:00:00,Summer,Clear,34.0,46.0,19.0,133.0,244.0,377.0,3336.628767,12:00:00,False,12.0,Afternoon
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 13:00:00,Summer,Clear,33.0,46.0,20.0,139.0,228.0,367.0,3371.028767,13:00:00,False,13.0,Afternoon
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 14:00:00,Summer,Clear,34.0,62.0,22.0,122.0,227.0,349.0,3074.328767,14:00:00,False,14.0,Afternoon
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 15:00:00,Summer,Clear,34.0,62.0,13.0,142.0,219.0,361.0,3383.928767,15:00:00,False,15.0,Afternoon
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 16:00:00,Summer,Clear,34.0,41.0,13.0,128.0,244.0,372.0,3250.628767,16:00:00,False,16.0,Afternoon
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 17:00:00,Summer,Clear,34.0,62.0,15.0,146.0,217.0,363.0,3444.128767,17:00:00,False,17.0,Evening
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 18:00:00,Summer,Clear,34.0,62.0,19.0,141.0,222.0,363.0,3379.628767,18:00:00,False,18.0,Evening
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 19:00:00,Summer,Clear,33.0,62.0,13.0,120.0,183.0,303.0,2850.728767,19:00:00,False,19.0,Evening
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 20:00:00,Summer,Clear,31.0,62.0,13.0,101.0,167.0,268.0,2455.128767,20:00:00,False,20.0,Evening
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 21:00:00,Summer,Clear,20.0,62.0,17.0,65.0,162.0,227.0,1814.428767,21:00:00,False,21.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 22:00:00,Summer,Clear,30.0,66.0,13.0,56.0,87.0,143.0,1337.128767,22:00:00,False,22.0,Night
2011-07-10,191,2011,7,10,Sunday,6,July,Q3,2011-07-10 23:00:00,Summer,Clear,20.0,66.0,13.0,19.0,53.0,72.0,554.5287671,23:00:00,False,23.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 00:00:00,Summer,Clear,20.0,62.0,13.0,10.0,25.0,35.0,279.3287671,00:00:00,True,0.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 01:00:00,Summer,Clear,29.0,61.0,13.0,5.0,5.0,10.0,107.3287671,01:00:00,True,1.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 02:00:00,Summer,Clear,29.0,61.0,13.0,8.0,4.0,12.0,154.6287671,02:00:00,True,2.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 03:00:00,Summer,Clear,28.0,65.0,11.0,2.0,8.0,10.0,68.62876712,03:00:00,True,3.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 04:00:00,Summer,Clear,27.0,74.0,15.0,0.0,4.0,4.0,17.02876712,04:00:00,True,4.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 05:00:00,Summer,Clear,27.0,74.0,13.0,5.0,21.0,26.0,176.1287671,05:00:00,True,5.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 06:00:00,Summer,Clear,28.0,74.0,13.0,19.0,102.0,121.0,765.2287671,06:00:00,True,6.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 07:00:00,Summer,Clear,29.0,62.0,17.0,28.0,289.0,317.0,1724.128767,07:00:00,True,7.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 08:00:00,Summer,Clear,30.0,62.0,19.0,35.0,385.0,420.0,2257.328767,08:00:00,True,8.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 09:00:00,Summer,Clear,20.0,59.0,20.0,41.0,167.0,208.0,1423.128767,09:00:00,True,9.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 10:00:00,Summer,Clear,33.0,55.0,24.0,44.0,73.0,117.0,1070.528767,10:00:00,True,10.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 11:00:00,Summer,Clear,34.0,56.0,13.0,39.0,89.0,128.0,1053.328767,11:00:00,True,11.0,Morning
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 12:00:00,Summer,Clear,34.0,53.0,13.0,40.0,108.0,148.0,1152.228767,12:00:00,True,12.0,Afternoon
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 13:00:00,Summer,Clear,35.0,50.0,13.0,22.0,119.0,141.0,889.9287671,13:00:00,True,13.0,Afternoon
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 14:00:00,Summer,Clear,35.0,62.0,19.0,40.0,94.0,134.0,1092.028767,14:00:00,True,14.0,Afternoon
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 15:00:00,Summer,Clear,35.0,62.0,13.0,38.0,108.0,146.0,1117.828767,15:00:00,True,15.0,Afternoon
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 16:00:00,Summer,Clear,20.0,56.0,26.0,57.0,182.0,239.0,1762.828767,16:00:00,True,16.0,Afternoon
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 17:00:00,Summer,Clear,20.0,56.0,28.0,59.0,455.0,514.0,2971.128767,17:00:00,True,17.0,Evening
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 18:00:00,Summer,Clear,35.0,62.0,26.0,57.0,415.0,472.0,2764.728767,18:00:00,True,18.0,Evening
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 19:00:00,Summer,Clear,20.0,59.0,22.0,80.0,293.0,373.0,2635.728767,19:00:00,True,19.0,Evening
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 20:00:00,Summer,Clear,30.0,74.0,28.0,42.0,194.0,236.0,1556.428767,20:00:00,True,20.0,Evening
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 21:00:00,Summer,Clear,29.0,62.0,28.0,21.0,109.0,130.0,829.7287671,21:00:00,True,21.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 22:00:00,Summer,Clear,30.0,74.0,9.0,20.0,70.0,90.0,644.8287671,22:00:00,True,22.0,Night
2011-07-11,192,2011,7,11,Monday,0,July,Q3,2011-07-11 23:00:00,Summer,Clear,29.0,79.0,9.0,11.0,44.0,55.0,378.2287671,23:00:00,True,23.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 00:00:00,Summer,Clear,20.0,79.0,9.0,3.0,19.0,22.0,133.1287671,00:00:00,True,0.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 01:00:00,Summer,Clear,20.0,79.0,6.0,6.0,8.0,14.0,137.4287671,01:00:00,True,1.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 02:00:00,Summer,Clear,29.0,62.0,7.0,2.0,7.0,9.0,64.32876712,02:00:00,True,2.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 03:00:00,Summer,Mist,29.0,79.0,13.0,2.0,6.0,8.0,60.02876712,03:00:00,True,3.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 04:00:00,Summer,Clear,29.0,79.0,11.0,0.0,6.0,6.0,25.62876712,04:00:00,True,4.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 05:00:00,Summer,Clear,20.0,79.0,13.0,4.0,21.0,25.0,158.9287671,05:00:00,True,5.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 06:00:00,Summer,Clear,30.0,58.0,15.0,13.0,102.0,115.0,662.0287671,06:00:00,True,6.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 07:00:00,Summer,Clear,31.0,62.0,13.0,29.0,301.0,330.0,1792.928767,07:00:00,True,7.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 08:00:00,Summer,Clear,20.0,58.0,15.0,35.0,382.0,417.0,2244.428767,08:00:00,True,8.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 09:00:00,Summer,Clear,32.0,62.0,33.0,27.0,149.0,176.0,1104.928767,09:00:00,True,9.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 10:00:00,Summer,Clear,34.0,52.0,13.0,38.0,85.0,123.0,1018.928767,10:00:00,True,10.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 11:00:00,Summer,Clear,34.0,52.0,11.0,39.0,86.0,125.0,1040.428767,11:00:00,True,11.0,Morning
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 12:00:00,Summer,Clear,20.0,44.0,20.0,38.0,125.0,163.0,1190.928767,12:00:00,True,12.0,Afternoon
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 13:00:00,Summer,Clear,35.0,47.0,13.0,32.0,104.0,136.0,997.4287671,13:00:00,True,13.0,Afternoon
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 14:00:00,Summer,Clear,37.0,42.0,20.0,33.0,91.0,124.0,958.7287671,14:00:00,True,14.0,Afternoon
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 15:00:00,Summer,Clear,37.0,62.0,13.0,37.0,111.0,148.0,1113.528767,15:00:00,True,15.0,Afternoon
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 16:00:00,Summer,Clear,35.0,44.0,13.0,25.0,177.0,202.0,1190.928767,16:00:00,True,16.0,Afternoon
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 17:00:00,Summer,Clear,20.0,62.0,13.0,48.0,380.0,428.0,2459.428767,17:00:00,True,17.0,Evening
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 18:00:00,Summer,Clear,35.0,47.0,20.0,39.0,472.0,511.0,2700.228767,18:00:00,True,18.0,Evening
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 19:00:00,Summer,Clear,20.0,62.0,19.0,42.0,295.0,337.0,1990.728767,19:00:00,True,19.0,Evening
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 20:00:00,Summer,Clear,34.0,43.0,13.0,57.0,251.0,308.0,2059.528767,20:00:00,True,20.0,Evening
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 21:00:00,Summer,Clear,20.0,43.0,13.0,49.0,209.0,258.0,1741.328767,21:00:00,True,21.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 22:00:00,Summer,Clear,33.0,46.0,9.0,44.0,150.0,194.0,1401.628767,22:00:00,True,22.0,Night
2011-07-12,193,2011,7,12,Tuesday,1,July,Q3,2011-07-12 23:00:00,Summer,Clear,32.0,52.0,0.0,20.0,59.0,79.0,597.5287671,23:00:00,True,23.0,Night
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 00:00:00,Summer,Clear,20.0,62.0,0.0,9.0,37.0,46.0,313.7287671,00:00:00,True,0.0,Night
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 01:00:00,Summer,Clear,31.0,55.0,0.0,1.0,11.0,12.0,64.32876712,01:00:00,True,1.0,Night
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 02:00:00,Summer,Clear,31.0,55.0,13.0,2.0,3.0,5.0,47.12876712,02:00:00,True,2.0,Night
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 03:00:00,Summer,Clear,30.0,58.0,13.0,0.0,4.0,4.0,17.02876712,03:00:00,True,3.0,Night
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 04:00:00,Summer,Clear,30.0,62.0,17.0,0.0,5.0,5.0,21.32876712,04:00:00,True,4.0,Night
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 05:00:00,Summer,Clear,30.0,58.0,13.0,4.0,22.0,26.0,163.2287671,05:00:00,True,5.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 06:00:00,Summer,Clear,20.0,62.0,13.0,18.0,103.0,121.0,752.3287671,06:00:00,True,6.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 07:00:00,Summer,Clear,31.0,62.0,17.0,32.0,281.0,313.0,1758.528767,07:00:00,True,7.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 08:00:00,Summer,Clear,33.0,49.0,17.0,31.0,418.0,449.0,2330.428767,08:00:00,True,8.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 09:00:00,Summer,Clear,20.0,41.0,13.0,23.0,163.0,186.0,1096.328767,09:00:00,True,9.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 10:00:00,Summer,Clear,34.0,46.0,13.0,33.0,80.0,113.0,911.4287671,10:00:00,True,10.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 11:00:00,Summer,Clear,34.0,39.0,11.0,55.0,110.0,165.0,1418.828767,11:00:00,True,11.0,Morning
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 12:00:00,Summer,Clear,34.0,41.0,13.0,40.0,134.0,174.0,1264.028767,12:00:00,True,12.0,Afternoon
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 13:00:00,Summer,Rainy,34.0,46.0,13.0,39.0,119.0,158.0,1182.328767,13:00:00,True,13.0,Afternoon
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 14:00:00,Summer,Rainy,34.0,46.0,13.0,27.0,89.0,116.0,846.9287671,14:00:00,True,14.0,Afternoon
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 15:00:00,Summer,Rainy,26.0,62.0,13.0,13.0,33.0,46.0,365.3287671,15:00:00,True,15.0,Afternoon
2011-07-13,194,2011,7,13,Wednesday,2,July,Q3,2011-07-13 16:00:00,Summer,Mist,27.0,62.0,0.0,23.0,118.0,141.0,902.8287671,16:00:00,True,16.0,Afternoon
